"UPA.ID","Hazard.Desc.Loc","Hazard.Desc.Loc.lt","Availability","NotWornE","NotWornNE","NotWornU","WornIncorrectlyE","WornIncorrectlyNE","WornIncorrectlyU","DisinfectionMaintenance","SizeFit","Expired","Counterfeit","PPEDiscouragedProhibited","Physiological","Training","RPP","EnforceUse","EnforceCorrectUse","FitTest","CrossContamination"
"C-1574808","These movers are not practicing social distancing at all time!! When you have 2-4 men sitting in a cab of a moving truck it IS NOT POSSIBLE to be 6 feet away. Now i do see that they r wearing HOMEMADE masks but these men work all day long moving furniture together. Unless a chair or tv or heavy bookshelf or washer dryer etc... they are NOT SOCIAL DISTANCING PROPERLY ! The guys the other day were on a long distance move, so 4 men inside cab of truck 2-3hrs at a time, then get out to move people. Why did the President forfeit evictions, late fees etc when residents are STILL MOVING! It is not an ARMY move or anything, was not a necessity that these movers are allowed to not practice social distancing when moving from county to county, city to city, state to state. This is not good practice when dealing with so many of the public.","these movers are not practicing social distancing at all time!! when you have 2-4 men sitting in a cab of a moving truck it is not possible to be 6 feet away. now i do see that they r wearing homemade masks but these men work all day long moving furniture together. unless a chair or tv or heavy bookshelf or washer dryer etc... they are not social distancing properly ! the guys the other day were on a long distance move, so 4 men inside cab of truck 2-3hrs at a time, then get out to move people. why did the president forfeit evictions, late fees etc when residents are still moving! it is not an army move or anything, was not a necessity that these movers are allowed to not practice social distancing when moving from county to county, city to city, state to state. this is not good practice when dealing with so many of the public.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1620552","1. The employer is not requiring its employees to wear mask in direct violation of the Governor¿s covid-19 mask mandate. 2. No social distancing is being practiced. 3. There is no sanitizer or sanitizing cleaners available to employees or guests. Hazard Location: Throughout. 7/10/2020 bm","1. the employer is not requiring its employees to wear mask in direct violation of the governor¿s covid-19 mask mandate. 2. no social distancing is being practiced. 3. there is no sanitizer or sanitizing cleaners available to employees or guests. hazard location: throughout. 7/10/2020 bm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1799927","Employees could be exposed to the COVID-19 virus in the workplace, due to: 1. At times, employees with some symptoms have stayed at work; 2. Employees have been told to wear masks, but wearing them/wearing them properly is not enforced; 3. The only sanitization being conducted seems to be on bathroom doors, but employees share computers; work stations, etc.; 4. Employees working on 'lines' are not 6 feet apart.","employees could be exposed to the covid-19 virus in the workplace, due to: 1. at times, employees with some symptoms have stayed at work; 2. employees have been told to wear masks, but wearing them/wearing them properly is not enforced; 3. the only sanitization being conducted seems to be on bathroom doors, but employees share computers; work stations, etc.; 4. employees working on 'lines' are not 6 feet apart.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"C-1628923","The employer is not implementing precautions to protect employees from contracting and spreading the Coronavirus (COVID-19) in the workplace in the following ways: 1. The employer allowed a COVID-19 positive employee to work with symptoms. The employee was waiting on test results when the employer scheduled them to come in and still required the employee to work. 2. The employer did not disinfect or sanitize the work area where the COVID-19 positive employee had worked. 3. The employer does not provide disinfectant or cleaning supplies to employees and does not sanitize or disinfect highly touched surfaces or shared equipment (door knobs, time clocks, bathrooms, break rooms, carts, pallet jacks, printers). 4. Employees are working within 6 feet of each other and the employer is not requiring the use of face coverings to protect employees from contracting or spreading COVID-19.","the employer is not implementing precautions to protect employees from contracting and spreading the coronavirus (covid-19) in the workplace in the following ways: 1. the employer allowed a covid-19 positive employee to work with symptoms. the employee was waiting on test results when the employer scheduled them to come in and still required the employee to work. 2. the employer did not disinfect or sanitize the work area where the covid-19 positive employee had worked. 3. the employer does not provide disinfectant or cleaning supplies to employees and does not sanitize or disinfect highly touched surfaces or shared equipment (door knobs, time clocks, bathrooms, break rooms, carts, pallet jacks, printers). 4. employees are working within 6 feet of each other and the employer is not requiring the use of face coverings to protect employees from contracting or spreading covid-19.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1772219","T8CCR 3241- Unsecure and unsafe racking system. T8CCR 3270- There is no ladder equipment to reach high. T8CCR 6151- There is no fire extinguisher. T8CCR 3668- Proper training and instructions to operate forklifts is not being provided. T8CCR 3205(c)(7)- There are no COVID-19 masks provided and warning signs in place.","t8ccr 3241- unsecure and unsafe racking system. t8ccr 3270- there is no ladder equipment to reach high. t8ccr 6151- there is no fire extinguisher. t8ccr 3668- proper training and instructions to operate forklifts is not being provided. t8ccr 3205(c)(7)- there are no covid-19 masks provided and warning signs in place.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1748432","1. No one really wears a mask in back (mostly under chin). 2. There is never any social distance. 3. An employee was visibly sick, they don't take temperatures, and the employee worked for 3 hours until they physically couldn't work and they were coughing and looked ill but they allowed the employee to work because they were short staffed.","1. no one really wears a mask in back (mostly under chin). 2. there is never any social distance. 3. an employee was visibly sick, they don't take temperatures, and the employee worked for 3 hours until they physically couldn't work and they were coughing and looked ill but they allowed the employee to work because they were short staffed.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1618632","1. Employees are constantly coming within 6 feet of others while not wearing masks. 2. Employees were informed that an individual had tested positive for the coronavirus and were given the option to go get tested but not required to. 3. The establishment remained open, and management ran around the store","1. employees are constantly coming within 6 feet of others while not wearing masks. 2. employees were informed that an individual had tested positive for the coronavirus and were given the option to go get tested but not required to. 3. the establishment remained open, and management ran around the store",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1616227","3203(a)(4): Employer is not enforcing employee's wear masks.","3203(a)(4): employer is not enforcing employee's wear masks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1554354","Although the company is cleaning buses more frequently, no training or personal protective equipment has been provided to bus drivers regarding COVID-19.","although the company is cleaning buses more frequently, no training or personal protective equipment has been provided to bus drivers regarding covid-19.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1694367","3203: Face coverings are not being used by staff.","3203: face coverings are not being used by staff.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1637387","The employer's COVID-19 Preparedness Plan and Emergency Executive Order 20-81 has not been enforced regarding the following: 1. Employees are not social distancing or wearing face coverings. 2. Employees are not properly wearing their face coverings over their noses. 3. Heavily touched surfaces (door handles, computers) are not being disinfected/sanitized. 4. Protocol for employees not feeling well not being enforced.","the employer's covid-19 preparedness plan and emergency executive order 20-81 has not been enforced regarding the following: 1. employees are not social distancing or wearing face coverings. 2. employees are not properly wearing their face coverings over their noses. 3. heavily touched surfaces (door handles, computers) are not being disinfected/sanitized. 4. protocol for employees not feeling well not being enforced.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1754258","1. Failure to comply with the mandate for employees to wear face coverings. Management officials are not utilizing face coverings in the dispatch offices.","1. failure to comply with the mandate for employees to wear face coverings. management officials are not utilizing face coverings in the dispatch offices.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1752896","1) The employer has not implemented a COVID-19 prevention program including good housekeeping practices of regularly cleaning and disinfecting surfaces, equipment, and other elements of the work environment. 2) The employer has not implemented social distancing as part of a COVID-19 prevention program. 3) The employer has not implemented a COVID-19 prevention program including things such as wearing face coverings and or not wearing face coverings properly, training, social distancing, etc. 4) Employees are exposed to inhalation hazards from a leaking gas stove. 5) Employees walking in the parking lot are exposed to trip and fall hazards from pot holes in the parking lot. Protecting Workers: Guidance on Mitigating and Preventing the Spread of COVID-19 in the Workplace https://www.osha.gov/coronavirus/safework#instruct-workers","1) the employer has not implemented a covid-19 prevention program including good housekeeping practices of regularly cleaning and disinfecting surfaces, equipment, and other elements of the work environment. 2) the employer has not implemented social distancing as part of a covid-19 prevention program. 3) the employer has not implemented a covid-19 prevention program including things such as wearing face coverings and or not wearing face coverings properly, training, social distancing, etc. 4) employees are exposed to inhalation hazards from a leaking gas stove. 5) employees walking in the parking lot are exposed to trip and fall hazards from pot holes in the parking lot. protecting workers: guidance on mitigating and preventing the spread of covid-19 in the workplace https://www.osha.gov/coronavirus/safework#instruct-workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1737538","1. Forklift operators do not wear their seatbelts, some are broken and cannot be buckled 2. Water and oil leaking from the molding machines is always on floor 3. Guards on the Tester Clamps do not work 4. Cranes moving loads above employees' heads 5. Hard hats, safety eyewear, and safety footwear are not used 6. Safety lights are not working on some forklifts 7. Not enough toilets for the number of workers 8. The company is not following Covid-19 guidelines.","1. forklift operators do not wear their seatbelts, some are broken and cannot be buckled 2. water and oil leaking from the molding machines is always on floor 3. guards on the tester clamps do not work 4. cranes moving loads above employees' heads 5. hard hats, safety eyewear, and safety footwear are not used 6. safety lights are not working on some forklifts 7. not enough toilets for the number of workers 8. the company is not following covid-19 guidelines.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1701873","The following steps are not adequately taken to prevent the spread of COVID-19 in the workplace and protect employees working in the area: 1. Facial covering use is not enforced throughout the school. 2. Social distancing is not maintained in offices. 3. Frequently touched surfaces are not routinely sanitized.","the following steps are not adequately taken to prevent the spread of covid-19 in the workplace and protect employees working in the area: 1. facial covering use is not enforced throughout the school. 2. social distancing is not maintained in offices. 3. frequently touched surfaces are not routinely sanitized.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1623221","A person that was in direct contact with a positive COVID-19 person has been allowed to work at this location as long as they stayed in their office and wore a mask. However, this person was in the other building at 11000 Linpage Place without a mask. And another person that works a second job was allowed to work yesterday while extremely congested.","a person that was in direct contact with a positive covid-19 person has been allowed to work at this location as long as they stayed in their office and wore a mask. however, this person was in the other building at 11000 linpage place without a mask. and another person that works a second job was allowed to work yesterday while extremely congested.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1575022","Employer not providing PPE such as gloves, masks, face shields, etc.","employer not providing ppe such as gloves, masks, face shields, etc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1583436","T8 CCR 5199 Employer provides surgical masks, but they are not protecting employees. There are now 5 infected Covid 19 employees.","t8 ccr 5199 employer provides surgical masks, but they are not protecting employees. there are now 5 infected covid 19 employees.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1683997","This restaurant is not following the Covid-19 guidelines mandated by the Governor. Frequently, social distancing is not observed. Masks are being worn below the nose, below the chin - at times, managers wear their mask hanging from one ear. There is a very tiny break room - social distancing is not possible in there. Store policy is only one person allowed in there at a time. Yet, there are frequently 2 or more employees in there at the same time. Temperatures are rarely checked. Questions about symptoms are not asked unless they are checking your temperature - they don't always ask then either. If employees have symptoms, as long as they are not running a fever or vomiting, they are told to tough it out and come to work. If employees are already at work, they must complete their shift. One manager called out of work due to running a fever of 102F. Less than 24 hours later, they were back at work. They told at least two people including Complainant that they had missed work the day before due to the fever.","this restaurant is not following the covid-19 guidelines mandated by the governor. frequently, social distancing is not observed. masks are being worn below the nose, below the chin - at times, managers wear their mask hanging from one ear. there is a very tiny break room - social distancing is not possible in there. store policy is only one person allowed in there at a time. yet, there are frequently 2 or more employees in there at the same time. temperatures are rarely checked. questions about symptoms are not asked unless they are checking your temperature - they don't always ask then either. if employees have symptoms, as long as they are not running a fever or vomiting, they are told to tough it out and come to work. if employees are already at work, they must complete their shift. one manager called out of work due to running a fever of 102f. less than 24 hours later, they were back at work. they told at least two people including complainant that they had missed work the day before due to the fever.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1632377","1. The cashiers are not utilizing the COVID procedures for safety and cleanliness. 2. There is no social distancing of employees in any area except the cashwrap. 3. The employees in the back room leave used masks and gloves laying around. 4. The bathroom is unsanitary. 5. The garbage piles up in the store and bathroom.","1. the cashiers are not utilizing the covid procedures for safety and cleanliness. 2. there is no social distancing of employees in any area except the cashwrap. 3. the employees in the back room leave used masks and gloves laying around. 4. the bathroom is unsanitary. 5. the garbage piles up in the store and bathroom.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1760782","1 On April 24, 2021 at between 2300 and 0100 April 25, 2021, there were approximately 12-14 employees within the dispatch room with no masks, not socially distanced, while the Supervisor and the Lead dispatcher were present. This has been an ongoing problem since the beginning of the pandemic. The Director of the dispatch center has been notified of this but continues to disregard to orders and safety precautions. 2 There have been two recent positive cases of Covid-19 in the center in which HR has not notified employees that worked closely with the affected persons. This has also happened on several occasions. 3 The center has not been industrially cleaned since the beginning case of the virus was detected almost a year ago and they have had several positive cases since that cleaning, including 2 recent cases within the past 2 weeks.","1 on april 24, 2021 at between 2300 and 0100 april 25, 2021, there were approximately 12-14 employees within the dispatch room with no masks, not socially distanced, while the supervisor and the lead dispatcher were present. this has been an ongoing problem since the beginning of the pandemic. the director of the dispatch center has been notified of this but continues to disregard to orders and safety precautions. 2 there have been two recent positive cases of covid-19 in the center in which hr has not notified employees that worked closely with the affected persons. this has also happened on several occasions. 3 the center has not been industrially cleaned since the beginning case of the virus was detected almost a year ago and they have had several positive cases since that cleaning, including 2 recent cases within the past 2 weeks.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1604364","1. Employer not enforcing their own Covid 19 requirements. Supervisors are not wearing their masks. T8 CCR 3203(a)(4)(C) 2. Employees who were exposed to positive Covid 19 coworkers not told to quarantine. T8 CCR 3203(a)(4)(C)","1. employer not enforcing their own covid 19 requirements. supervisors are not wearing their masks. t8 ccr 3203(a)(4)(c) 2. employees who were exposed to positive covid 19 coworkers not told to quarantine. t8 ccr 3203(a)(4)(c)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1635540","The employer is not taking all steps to prevent the spread of COVID-19 in the workplace and protect employees working in the area: Employees are permitted to bring food and drinks to customers who are not wearing face coverings, bringing them in close contact with potential exposure.","the employer is not taking all steps to prevent the spread of covid-19 in the workplace and protect employees working in the area: employees are permitted to bring food and drinks to customers who are not wearing face coverings, bringing them in close contact with potential exposure.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1670076","T8CCR 3203(a) - In office employees don't always wear masks.","t8ccr 3203(a) - in office employees don't always wear masks.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1672832","1. The company has not taken adequate precautions to reduce the spread of COVID-19 in that employees are not required to wear masks/face coverings and the warehouse has not been sanitized. 2. There are dead rodents in the warehouse. 3. There are stray cats in the warehouse.","1. the company has not taken adequate precautions to reduce the spread of covid-19 in that employees are not required to wear masks/face coverings and the warehouse has not been sanitized. 2. there are dead rodents in the warehouse. 3. there are stray cats in the warehouse.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1571317","Precautions were not taken to prevent exposure. On March 20th, they shut down the building because an employee had been hospitalized since 3/10/2020 and passed away. The employer shut down the office and said they were going to disinfect. They bought sanitizer and were going to take buses to Louisville, KY to disinfect. The employees were not provided PPE when cleaning the buses. Employees do not have any Lysol, they do not have any masks. At least 4 - 5 employees are sick with symptoms on 2nd shift and 3rd shift. The other employees who have been sick have not been tested. Employees had been called off and they have been sick, they were brought back in and told to fix the bus. They are still dispatching buses. They are sending out these buses with sick employees working on them. 8 - 10 employees in the office. The employees were then told they could be furloughed. The shop is open. The business is still operating.","precautions were not taken to prevent exposure. on march 20th, they shut down the building because an employee had been hospitalized since 3/10/2020 and passed away. the employer shut down the office and said they were going to disinfect. they bought sanitizer and were going to take buses to louisville, ky to disinfect. the employees were not provided ppe when cleaning the buses. employees do not have any lysol, they do not have any masks. at least 4 - 5 employees are sick with symptoms on 2nd shift and 3rd shift. the other employees who have been sick have not been tested. employees had been called off and they have been sick, they were brought back in and told to fix the bus. they are still dispatching buses. they are sending out these buses with sick employees working on them. 8 - 10 employees in the office. the employees were then told they could be furloughed. the shop is open. the business is still operating.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1737004","Potential concern implementing COVID Prevention Program for social distancing to prevent the spread between person-to-person and close contact (within about 6 feet) while working, enforce wearing of face covering, ensure regularly cleaning/disinfecting frequently touched surfaces. Also, provide employee screening and training with regard to the COVID Prevention Program and provide notice to employees that may have been exposed once contact tracing completed. Title 8 CCR Sections 3203, 3205 & 3380.","potential concern implementing covid prevention program for social distancing to prevent the spread between person-to-person and close contact (within about 6 feet) while working, enforce wearing of face covering, ensure regularly cleaning/disinfecting frequently touched surfaces. also, provide employee screening and training with regard to the covid prevention program and provide notice to employees that may have been exposed once contact tracing completed. title 8 ccr sections 3203, 3205 & 3380.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1555765","1. Due to the nature of the work, social distancing is not possible. 2. Employer has not communicated ways to protect employees from COVID-19 3. Resources: a. Contact Mass DPH or local health authority for assistance; b. Consult CDC and OSHA webpages for guidance; a. Develop an Infectious Disease Preparedness and Response Plan; b. Prepare to Implement Basic Infection Prevention Measures c. Develop Policies and Procedures for Prompt Identification and Isolation of Sick People, if Appropriate d. Develop, Implement, and Communicate about Workplace Flexibilities and Protections; e. Implement Workplace Controls, Engineering Controls, and Administrative Controls; f. Implement Safe Work Practices; g. Personal Protective Equipment (PPE) and training in accordance with OSHA standards; h. Communicate and train employee regarding the measures to take to reduce potential exposure; i. SOURCE: Guidance on Preparing the Workplace for COVID-19, OSHA publication 3990-03","1. due to the nature of the work, social distancing is not possible. 2. employer has not communicated ways to protect employees from covid-19 3. resources: a. contact mass dph or local health authority for assistance; b. consult cdc and osha webpages for guidance; a. develop an infectious disease preparedness and response plan; b. prepare to implement basic infection prevention measures c. develop policies and procedures for prompt identification and isolation of sick people, if appropriate d. develop, implement, and communicate about workplace flexibilities and protections; e. implement workplace controls, engineering controls, and administrative controls; f. implement safe work practices; g. personal protective equipment (ppe) and training in accordance with osha standards; h. communicate and train employee regarding the measures to take to reduce potential exposure; i. source: guidance on preparing the workplace for covid-19, osha publication 3990-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1581605","1. Employer not enforcing social distancing. 2. Employer not providing PPE such as gloves, masks, face shields, etc. 3. Employer coming to customers homes that are potentially in the high risk category for COVID-19. 4. Business operating even though business classified as nonessential.","1. employer not enforcing social distancing. 2. employer not providing ppe such as gloves, masks, face shields, etc. 3. employer coming to customers homes that are potentially in the high risk category for covid-19. 4. business operating even though business classified as nonessential.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1574787","1. Employees not provided masks while being asked to train other dump truck drivers. 2. Employees are unable to maintain 6 feet distancing while training other drivers in the dump truck. 3. Cleaning supplies are not being provided to clean dump trucks before and after each shift.","1. employees not provided masks while being asked to train other dump truck drivers. 2. employees are unable to maintain 6 feet distancing while training other drivers in the dump truck. 3. cleaning supplies are not being provided to clean dump trucks before and after each shift.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1587416","1) There are confirmed cases of COVID-19 at the facility and the employer is not providing adequate cleaning supplies or PPE.","1) there are confirmed cases of covid-19 at the facility and the employer is not providing adequate cleaning supplies or ppe.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1573944","?: We have to ride in a truck with someone we dont live with. We have to deliver and build beds inside customer homes. Both violating being 6 feet away from people. We also have to move customers existing bed if needed. We havent been provided any ppe no mask no gloves no sanitizer. We also have to demonstrate how to use the bed remote which you can do without being in the room with the bed and customer inside of 6 feet. They are also in violation of the travel order in marion county since this is also non essential travel.","?: we have to ride in a truck with someone we dont live with. we have to deliver and build beds inside customer homes. both violating being 6 feet away from people. we also have to move customers existing bed if needed. we havent been provided any ppe no mask no gloves no sanitizer. we also have to demonstrate how to use the bed remote which you can do without being in the room with the bed and customer inside of 6 feet. they are also in violation of the travel order in marion county since this is also non essential travel.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1647012","Not following 6 feet rule. No one wear mask or gloves everyone touching same parts. People coughing carelessly. Mechanic production workers taking risk while office worker stay in the office and work from home.","not following 6 feet rule. no one wear mask or gloves everyone touching same parts. people coughing carelessly. mechanic production workers taking risk while office worker stay in the office and work from home.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1686771","1. The hospital is not enforcing quarantine for COVID positive patients, is not enforcing or offering solutions to social distancing, and has not provided appropriate PPE for employees. 2. They are not following contract tracing guidelines and not being transparent about positive cases. 3. No quarantine or safety protocols have been followed.","1. the hospital is not enforcing quarantine for covid positive patients, is not enforcing or offering solutions to social distancing, and has not provided appropriate ppe for employees. 2. they are not following contract tracing guidelines and not being transparent about positive cases. 3. no quarantine or safety protocols have been followed.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1695742","T8CCR 3203(a) Employees/Supervisors not wearing masks. Inadequate space for social distancing. No procedures for notifying employees of potential exposure. e. Throughout office","t8ccr 3203(a) employees/supervisors not wearing masks. inadequate space for social distancing. no procedures for notifying employees of potential exposure. e. throughout office",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1624693","1. All employees are not wearing facial coverings when coming in close contact with coworkers. 2. The employer has not covered proper use and care of facial covering including the need to perform proper hand hygiene after handle a face covering prior to handing equipment or supplies in the work place. 3. The common areas and equipment including high touch areas in the workplace are not being cleaned and disinfected using an EPA registered disinfectant for use against SARS-COV-2 daily or more frequently. Cleaning is only performed in certain areas of the facility on a weekly basis. 4. The thermometer being used to screen employees is not functioning properly due to having been dropped on multiple occasions and it has not been replaced with a working thermometer or alternative screening measures. 5. Employees with close unprotected contact with a coworker who tested positive for COVID-19 have not been asked to quarantine and are allowed to remain at work with no additional protocols in place to protect other employees.","1. all employees are not wearing facial coverings when coming in close contact with coworkers. 2. the employer has not covered proper use and care of facial covering including the need to perform proper hand hygiene after handle a face covering prior to handing equipment or supplies in the work place. 3. the common areas and equipment including high touch areas in the workplace are not being cleaned and disinfected using an epa registered disinfectant for use against sars-cov-2 daily or more frequently. cleaning is only performed in certain areas of the facility on a weekly basis. 4. the thermometer being used to screen employees is not functioning properly due to having been dropped on multiple occasions and it has not been replaced with a working thermometer or alternative screening measures. 5. employees with close unprotected contact with a coworker who tested positive for covid-19 have not been asked to quarantine and are allowed to remain at work with no additional protocols in place to protect other employees.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C-1608973","1. The employer did not ensure CDC Guidelines were followed in response to Covid-19, specifically, employees are not provided with masks and gloves.","1. the employer did not ensure cdc guidelines were followed in response to covid-19, specifically, employees are not provided with masks and gloves.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1810205","1) Employees are not maintaining 6 ft social distancing. Possible violation of Section 5(a)(1) of the OSH Act. 2) Employer does not enforce COVID-19 masking policy. Possible violation of Section 5(a)(1) of the OSH Act.","1) employees are not maintaining 6 ft social distancing. possible violation of section 5(a)(1) of the osh act. 2) employer does not enforce covid-19 masking policy. possible violation of section 5(a)(1) of the osh act.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1620445","1. The employer did not identify, evaluate, and/or control the hazards from COVID-19 in the workplace. The employer did not require employees to wear face coverings in offices where social distancing is not feasible. T8 CCR 3203(a)(4) & (6) 2. The employer did not communicate with employees regarding the hazard from confirmed COVID-19 cases among coworkers in the workplace. The employer did not tell employees where in the workplace cases occurred and/or which employees were potentially exposed. T8 CCR 3203(a)(3)","1. the employer did not identify, evaluate, and/or control the hazards from covid-19 in the workplace. the employer did not require employees to wear face coverings in offices where social distancing is not feasible. t8 ccr 3203(a)(4) & (6) 2. the employer did not communicate with employees regarding the hazard from confirmed covid-19 cases among coworkers in the workplace. the employer did not tell employees where in the workplace cases occurred and/or which employees were potentially exposed. t8 ccr 3203(a)(3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1702743","1. The employer is not following MN Executive Order 20-81 on face coverings at the workplace, i.e. they are allowing employees to remove face coverings while working in aisles. 2. The employer is allowing employees to go to work and not quarantine when members of their immediate household test positive for Covid-19. 3. The employer is allowing employees to go to work when they test positive for Covid-19 but are asymptomatic.","1. the employer is not following mn executive order 20-81 on face coverings at the workplace, i.e. they are allowing employees to remove face coverings while working in aisles. 2. the employer is allowing employees to go to work and not quarantine when members of their immediate household test positive for covid-19. 3. the employer is allowing employees to go to work when they test positive for covid-19 but are asymptomatic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1653812","1. T8 CCR § 1637 ¿ No midrail or scaffolding. Bottom scaffolding has one plank. 2. T8 CCR § 3203(a)(6) ¿ No social distancing protocol. No facial coverings enforced by Employer.","1. t8 ccr § 1637 ¿ no midrail or scaffolding. bottom scaffolding has one plank. 2. t8 ccr § 3203(a)(6) ¿ no social distancing protocol. no facial coverings enforced by employer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1861415","1. T8 CCR § 3205.1(a) ¿ Five employees tested positive for COVID-19. Employees concerned with potential exposure to COVID-19 in the workplace. 2. T8 CCR § 3205(c)(2)(B) ¿ Employer not asking employees to self-screen for COVID-19 symptoms. 3. T8 CCR § 3205(c)(5) ¿ Employer not providing training on COVID-19 precautions and prevention in the workplace. 4. T8 CCR § 3205(c)(6)(B) ¿ Employer not ensuring employee face coverings are worn.","1. t8 ccr § 3205.1(a) ¿ five employees tested positive for covid-19. employees concerned with potential exposure to covid-19 in the workplace. 2. t8 ccr § 3205(c)(2)(b) ¿ employer not asking employees to self-screen for covid-19 symptoms. 3. t8 ccr § 3205(c)(5) ¿ employer not providing training on covid-19 precautions and prevention in the workplace. 4. t8 ccr § 3205(c)(6)(b) ¿ employer not ensuring employee face coverings are worn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C-1639591","There is concern that employees could be exposed to the COVID-19 virus in the workplace, due to: 1. The employer requiring the employees to wear same mask for 1 week without exchange; 2. Information not being provided about COVID-positive employees; 3. Gowns being worn by numerous employees; 4. Employees being instructed that they can work despite being COVID-positive, if they are asymptomatic.","there is concern that employees could be exposed to the covid-19 virus in the workplace, due to: 1. the employer requiring the employees to wear same mask for 1 week without exchange; 2. information not being provided about covid-positive employees; 3. gowns being worn by numerous employees; 4. employees being instructed that they can work despite being covid-positive, if they are asymptomatic.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C-1653940","3203(a): Employees are not wearing masks to prevent the spread of Covid-19. Employees are not being informed when employees are confirmed with Covid-19. The employer is not frequently cleaning the workplace. The employer is not providing cleaning supplies for common-use areas. Employees are working from the office instead of remotely per the guidelines.","3203(a): employees are not wearing masks to prevent the spread of covid-19. employees are not being informed when employees are confirmed with covid-19. the employer is not frequently cleaning the workplace. the employer is not providing cleaning supplies for common-use areas. employees are working from the office instead of remotely per the guidelines.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C-1760542","1. Employees in the office are not wearing masks or using social distancing per the Governor's orders. 2. Staff meetings are not limited in attendence with no masks or social distancing utilized by employees.","1. employees in the office are not wearing masks or using social distancing per the governor's orders. 2. staff meetings are not limited in attendence with no masks or social distancing utilized by employees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
